matchid,inningsid,overid,deliveryid,contr
1473438.0,2.0,5,3,-1.5537631575161692
1473438.0,2.0,5,4,-0.5172981240757901
1473438.0,2.0,5,5,0.41838948187943337
1473438.0,2.0,5,6,-0.6253203898329043
1473438.0,2.0,6,1,-1.3028148171483276
1473438.0,2.0,6,2,2.688467236935555
1473438.0,2.0,6,3,-0.30391166887254095
1473438.0,2.0,6,4,-1.3285080610895472
1473438.0,2.0,6,5,-0.3552255976752685
1473438.0,2.0,6,6,-1.3286172110145567
1473438.0,2.0,7,1,-1.374720723546414
1473438.0,2.0,7,2,-1.3653411853199595
1473438.0,2.0,7,3,-0.35376713093831946
1473438.0,2.0,7,4,-0.4045748022429445
1473438.0,2.0,7,5,-0.37075400973726524
1473438.0,2.0,7,6,-0.4016747138717387
1473438.0,2.0,8,1,2.5889107430656004
1473438.0,2.0,8,2,-1.4205570018990097
1473438.0,2.0,8,3,-7.0959604126469
1473438.0,2.0,8,4,-0.8214010747107461
1473438.0,2.0,8,5,-1.0208336934316657
1473438.0,2.0,8,6,-0.13821660807422753
1473438.0,2.0,9,1,-0.210728292381557
1473438.0,2.0,9,2,-1.3872767225723772
1473438.0,2.0,9,3,-0.40980686933236776
1473438.0,2.0,9,4,-0.3026223434748909
1473438.0,2.0,9,5,-0.4299265792273952
1473438.0,2.0,9,6,2.625115342541779
1473438.0,2.0,10,1,-0.45034555626815753
1473438.0,2.0,10,2,-0.4420160750228457
1473438.0,2.0,10,3,4.537331264158542
1473438.0,2.0,10,4,-0.48146464435422964
1473438.0,2.0,10,5,-0.4771392915208674
1473438.0,2.0,10,6,-0.49604142301893384
1473438.0,2.0,11,1,-0.5130150006235505
1473438.0,2.0,11,2,-0.5127861397377951
1473438.0,2.0,11,3,-0.5342507616624597
1473438.0,2.0,11,4,-2.3352557890142513
1473438.0,2.0,11,5,-1.0316132572925734
1473438.0,2.0,11,6,-0.21203791605509203
1473438.0,2.0,12,1,-1.3183065429760712
1473438.0,2.0,12,2,-1.3961265965378369
1473438.0,2.0,12,3,0.5404794154106332
1473438.0,2.0,12,4,-0.6130765321372673
1473438.0,2.0,12,5,2.4332559382075125
1473438.0,2.0,12,6,-0.5801330806155642
1473438.0,2.0,13,1,-0.4889974651345279
1473438.0,2.0,13,2,4.395078877687656
1473438.0,2.0,13,3,-0.7274280066101648
1473438.0,2.0,13,4,-0.5229581708860389
1473438.0,2.0,13,5,-0.759256196687897
1473438.0,2.0,13,6,-0.6616352321732217
1473438.0,2.0,14,1,-0.5566715515421061
1473438.0,2.0,14,2,2.3134830165445983
1473438.0,2.0,14,3,2.2997751681805916
1473438.0,2.0,14,4,0.28604712919650743
1473438.0,2.0,14,5,2.2723022629830076
1473438.0,2.0,14,6,2.125867526390369
1473438.0,2.0,15,1,-0.6225504390717982
1473438.0,2.0,15,2,2.2309942637408504
1473438.0,2.0,15,3,-5.482915466908043
1473438.0,2.0,15,4,2.804871201934578
1473438.0,2.0,15,5,-1.3909459880488806
1473438.0,2.0,15,6,-0.507583912083373
1473438.0,2.0,16,1,4.406188308551574
1473438.0,2.0,16,2,2.3353127358669603
1473439.0,1.0,0,1,-0.6361677359819959
1473439.0,1.0,0,2,-0.7844186336679793
1473439.0,1.0,0,3,3.130798229333056
1473439.0,1.0,0,4,3.069798075543776
1473439.0,1.0,0,5,0.03940696060563531
1473439.0,1.0,0,6,0.2747210879995696
1473439.0,1.0,1,1,0.0723537693152313
1473439.0,1.0,1,3,1.0687982220463146
1473439.0,1.0,1,4,-0.98837222441993
1473439.0,1.0,1,5,-1.0347181288444
1473439.0,1.0,1,6,2.924913677527673
1473439.0,1.0,1,7,4.88797402420467
1473439.0,1.0,1,8,-1.1414659715875184
1473439.0,1.0,2,1,2.885025424415847
1473439.0,1.0,2,2,2.8425245119811855
1473439.0,1.0,2,3,2.8256496541224756
1473439.0,1.0,2,4,0.8086355383400023
1473439.0,1.0,2,5,-0.1953702395790169
1473439.0,1.0,2,6,4.761090267019245
1473439.0,1.0,3,1,-10.81947185020378
1473439.0,1.0,3,2,-0.6710405908134016
1473439.0,1.0,3,3,3.1553399969909215
1473439.0,1.0,3,4,3.0520839413819267
1473439.0,1.0,3,5,0.9756442453115601
1473439.0,1.0,3,6,-1.1068059424778307
1473439.0,1.0,4,1,2.823386223091564
1473439.0,1.0,4,2,4.805883028628774
1473439.0,1.0,4,3,-1.2121788387837962
1473439.0,1.0,4,4,2.7691415098001535
1473439.0,1.0,4,6,2.7497133567450938
1473439.0,1.0,4,7,2.751680564901438
1473439.0,1.0,5,1,2.744745689837192
1473439.0,1.0,5,2,2.6907969778902903
1473439.0,1.0,5,3,-0.35084102207100565
1473439.0,1.0,5,4,-0.32631159774446084
1473439.0,1.0,5,5,-0.3896366279144099
1473439.0,1.0,5,6,0.09377813134584623
1473439.0,1.0,5,7,2.6074849825181623
1473439.0,1.0,6,1,2.8255231928384212
1473439.0,1.0,6,2,-1.1839322681579
1473439.0,1.0,6,3,-0.15685802861953513
1473439.0,1.0,6,4,0.7970707344666896
1473439.0,1.0,6,5,-0.25028023682760314
1473439.0,1.0,6,6,2.8145844599935863
1473439.0,1.0,7,1,-0.2713670408505886
1473439.0,1.0,7,2,-0.20509337381464499
1473439.0,1.0,7,3,2.7461343128528775
1473439.0,1.0,7,4,-0.30417659595103097
1473439.0,1.0,7,5,-0.2354988120093362
1473439.0,1.0,7,6,-0.2860786398946511
1473439.0,1.0,8,1,-1.2970845139687806
1473439.0,1.0,8,2,0.6917766405873527
1473439.0,1.0,8,3,-0.3619135672142131
1473439.0,1.0,8,4,-0.28847562530607385
1473439.0,1.0,8,5,2.6575750375363363
1473439.0,1.0,8,6,-1.3983717118994543
1473439.0,1.0,9,2,-0.3215724730713243
1473439.0,1.0,9,4,2.622234027716619
1473439.0,1.0,9,5,-9.20264796119093
1473439.0,1.0,9,6,-0.7912788719215309
1473439.0,1.0,9,7,3.0270052994377075
1473439.0,1.0,9,8,-0.08013400479468324
1473439.0,1.0,10,1,-0.16773105489042117
1473439.0,1.0,10,2,-0.29402233712403025
1473439.0,1.0,10,3,2.764359830856069
1473439.0,1.0,10,4,-0.3015593047272598
1473439.0,1.0,10,5,-0.3329918772323135
1473439.0,1.0,10,6,2.6330694795189267
1473439.0,1.0,11,1,-0.36012877954685174
1473439.0,1.0,11,2,0.6154282485233897
1473439.0,1.0,11,3,-0.4100371947647228
1473439.0,1.0,11,4,0.5864674625695476
1473439.0,1.0,11,7,-1.4281044021179776
1473439.0,1.0,11,8,-0.44282594179136603
1473439.0,1.0,12,1,4.5423081781923464
1473439.0,1.0,12,2,4.527303317059751
1473439.0,1.0,12,3,-0.4746244988456534
1473439.0,1.0,12,4,-0.5163125750316448
1473439.0,1.0,12,6,4.481509467636943
1473439.0,1.0,12,7,-0.5339946938528153
1473439.0,1.0,13,1,4.450392683788056
1473439.0,1.0,13,2,-0.5501400575386379
1473439.0,1.0,13,3,-1.5806966645252738
1473439.0,1.0,13,4,4.403424856176688
1473439.0,1.0,13,5,-0.6290422181247488
1473439.0,1.0,13,6,2.387962491828848
1473439.0,1.0,14,2,2.3553714277406392
1473439.0,1.0,14,4,-4.320334987259553
1473439.0,1.0,14,5,-0.23851008452632194
1473439.0,1.0,14,6,-1.5729603881208585
1473439.0,1.0,14,7,2.407619131853
1473439.0,1.0,14,8,-0.6119535680109431
1473439.0,1.0,15,1,2.368333858173255
1473439.0,1.0,15,3,-1.651505768654655
1473439.0,1.0,15,4,-0.5204577690917456
1473439.0,1.0,15,5,2.6079667381205702
1473439.0,1.0,15,6,-0.6579497775767431
1473439.0,1.0,15,7,-1.5755524032243324
1473439.0,1.0,16,1,-0.7670305560445991
1473439.0,1.0,16,2,-0.611522896565216
1473439.0,1.0,16,3,0.29627990742975974
1473439.0,1.0,16,4,-1.7676503905096193
1473439.0,1.0,16,5,4.1733553234959295
1473439.0,1.0,16,6,1.9844218009452808
1473439.0,1.0,17,1,0.07235376931523163
1473439.0,1.0,17,2,-0.6987972589421114
1473439.0,1.0,17,3,2.1122178345704903
1473439.0,1.0,17,4,2.091769410817353
1473439.0,1.0,17,5,2.071255148924511
1473439.0,1.0,17,6,-1.1377631107986022
1473439.0,1.0,17,7,2.21827323540926
1473439.0,1.0,18,1,0.008879559169155504
1473439.0,1.0,18,2,-4.6891650431356915
1473439.0,1.0,18,3,-0.378548969747577
1473439.0,1.0,18,4,4.121749224984441
1473439.0,1.0,18,5,4.105441073922812
1473439.0,1.0,18,6,-0.015602767253465766
1473439.0,1.0,19,1,4.280407674363897
1473439.0,1.0,19,2,-2.8885668339175634
1473439.0,1.0,19,3,-1.5218070736193756
1473439.0,1.0,19,4,-1.4510298328535651
1473439.0,1.0,19,5,0.015296212682835764
1473439.0,1.0,19,6,1.7583250651170006
1473439.0,2.0,0,1,-0.5822914566518131
1473439.0,2.0,0,3,0.2962920702247407
1473439.0,2.0,0,4,-0.5892467657017273
1473439.0,2.0,0,5,5.254650058607343
1473439.0,2.0,0,6,3.1640238907818805
1473439.0,2.0,0,7,3.0678870702844456
1473439.0,2.0,1,1,-0.8687928166027741
1473439.0,2.0,1,2,-0.9324163876762377
1473439.0,2.0,1,3,-13.229741516940816
1473439.0,2.0,1,4,3.446627561535781
1473439.0,2.0,1,5,-10.185369371685237
1473439.0,2.0,1,6,0.48208078806444
1473439.0,2.0,2,1,-0.6685709483016746
1473439.0,2.0,2,2,3.246019673683879
1473439.0,2.0,2,3,-0.814666774640312
1473439.0,2.0,2,4,3.137167317748567
1473439.0,2.0,2,5,1.096259952883418
1473439.0,2.0,2,6,-0.9211598062299908
1473439.0,2.0,3,1,-0.8851199331601374
1473439.0,2.0,3,2,-0.9241443067165103
1473439.0,2.0,3,3,3.0413965626604416
1473439.0,2.0,3,4,-0.9647564055817492
1473439.0,2.0,3,6,5.029275635449938
1473439.0,2.0,3,7,3.001931281681852
1473439.0,2.0,4,1,-11.792382185190444
1473439.0,2.0,4,2,-0.5051012724109791
1473439.0,2.0,4,3,1.3477717269245664
1473439.0,2.0,4,4,0.27253280714153383
1473439.0,2.0,4,5,-0.8977363086724319
1473439.0,2.0,4,6,3.085474928012463
1473439.0,2.0,5,1,5.188303285437701
1473439.0,2.0,5,2,3.139837290509025
1473439.0,2.0,5,3,3.0987241661914204
1473439.0,2.0,5,4,0.07319580425330563
1473439.0,2.0,5,5,0.043653824073704106
1473439.0,2.0,5,6,3.0630474081507266
1473439.0,2.0,6,1,-0.9000324405870936
1473439.0,2.0,6,2,-0.9051965366751882
1473439.0,2.0,6,3,0.07100490738733689
1473439.0,2.0,6,4,3.084502985291497
1473439.0,2.0,6,5,-0.9203518642422035
1473439.0,2.0,6,6,-0.9054836742162957
1473439.0,2.0,7,1,1.0705630644415753
1473439.0,2.0,7,2,5.066034787054267
1473439.0,2.0,7,3,-0.938490337679607
1473439.0,2.0,7,4,0.03289666776564437
1473439.0,2.0,7,5,0.06510313596541883
1473439.0,2.0,7,6,3.015219846863264
1473439.0,2.0,8,1,5.026770822805663
1473439.0,2.0,8,2,-0.9823866721230099
1473439.0,2.0,8,3,0.029196797814197373
1473439.0,2.0,8,4,-1.001190646351031
1473439.0,2.0,8,5,-0.032118271967714884
1473439.0,2.0,8,6,3.000131394223178
1473439.0,2.0,9,1,-1.031316521330336
1473439.0,2.0,9,2,-0.06337655013429022
1473439.0,2.0,9,3,4.94705268765431
1473439.0,2.0,9,4,-0.04255887070996445
1473439.0,2.0,9,5,-0.09754564719738945
1473439.0,2.0,9,6,-0.08797883025851783
1473439.0,2.0,10,1,-0.0785162359601197
1473439.0,2.0,10,2,-0.13514716528797188
1473439.0,2.0,10,3,-1.1261899045348225
1473439.0,2.0,10,4,-1.1394443796533518
1473439.0,2.0,10,5,-0.1306262739544446
1473439.0,2.0,10,6,-0.16666694761157097
1473439.0,2.0,11,1,-0.20330001906878814
1473439.0,2.0,11,2,-1.195223402960391
1473439.0,2.0,11,3,-1.2098829863242992
1473439.0,2.0,11,4,-0.2019507962928737
1473439.0,2.0,11,5,-0.26296099075880996
1473439.0,2.0,11,6,-1.2324915124808025
1473439.0,2.0,12,1,-1.2713057896777225
1473439.0,2.0,12,2,1.0723537693152312
1473439.0,2.0,12,3,4.712475194763787
1473439.0,2.0,12,4,4.696110815762257
1473439.0,2.0,12,6,4.679483554713261
1473439.0,2.0,12,7,-0.31362621292789705
1473439.0,2.0,12,8,2.6216677290787977
1473439.0,2.0,13,2,-0.3478762535768818
1473439.0,2.0,13,3,-1.3894515335602586
1473439.0,2.0,13,4,-0.43175532244123027
1473439.0,2.0,13,5,-0.4010674482413601
1473439.0,2.0,13,6,4.5561598187116665
1473439.0,2.0,13,7,-7.33256452083592
1473439.0,2.0,14,1,-1.2688342628766558
1473439.0,2.0,14,2,-9.063276831533972
1473439.0,2.0,14,3,0.5433809278173063
1473439.0,2.0,14,4,-0.6318903846671768
1473439.0,2.0,14,5,5.187571899772276
1473439.0,2.0,14,6,0.07690941564728226
1473439.0,2.0,15,1,-1.0073626063152583
1473439.0,2.0,15,2,-0.2449745895290898
1473439.0,2.0,15,3,0.25566831985421934
1473439.0,2.0,15,4,-0.3348947531936768
1473439.0,2.0,15,5,0.12070914928309029
1473439.0,2.0,15,6,-1.424103102045873
1473439.0,2.0,16,1,4.836912861979837
1473439.0,2.0,16,2,-0.06760844742208527
1473439.0,2.0,16,3,0.6566655637220895
1473439.0,2.0,16,4,-0.5453719477573495
1473439.0,2.0,16,5,4.628248059743182
1473439.0,2.0,16,6,4.729251059103444
1473439.0,2.0,17,1,-1.4752490139863534
1473439.0,2.0,17,2,2.4898002940930333
1473439.0,2.0,17,4,4.45418017377111
1473439.0,2.0,17,5,-0.7510036729653111
1473439.0,2.0,17,6,4.3811348424346015
1473439.0,2.0,17,7,2.5126738899634624
1473439.0,2.0,18,1,-1.694142206990197
1473439.0,2.0,18,2,-0.90216677808645
1473439.0,2.0,18,3,1.0723537693152312
1473439.0,2.0,18,4,0.22841721923084513
1473439.0,2.0,18,6,4.188782218657963
1473439.0,2.0,18,7,0.1484346635942051
1473439.0,2.0,18,8,-0.8927389970288593
1473439.0,2.0,19,1,-1.9348830867913362
1473439.0,2.0,19,2,-1.1510420867374374
1473439.0,2.0,19,3,-0.8500155331344479
1473439.0,2.0,19,5,3.929990884273847
1473439.0,2.0,19,6,-2.8833561227692295
1473439.0,2.0,19,7,-0.5356073673303172
1473440.0,1.0,0,1,-0.3152185878395637
1473440.0,1.0,0,2,-0.479834455140445
1473440.0,1.0,0,3,-0.5745102617731386
1473440.0,1.0,0,4,-7.8238296890754775
1473440.0,1.0,0,5,-0.4219721873123883
1473440.0,1.0,0,6,3.476284847349195
1473440.0,1.0,1,1,3.607728904063624
1473440.0,1.0,1,2,-0.5349558950842488
1473440.0,1.0,1,3,3.3865544152233618
1473440.0,1.0,1,4,-0.6674592537496375
1473440.0,1.0,1,5,0.25434226704949814
1473440.0,1.0,1,6,3.4009897832906297
1473440.0,1.0,2,1,3.254973750823286
1473440.0,1.0,2,2,-15.001737977460333
1473440.0,1.0,2,3,-0.3887716193147066
1473440.0,1.0,2,4,-0.5215761346541792
1473440.0,1.0,2,5,-0.5946913491997459
1473440.0,1.0,2,6,-0.6663018332917086
1473440.0,1.0,3,1,0.3694024699277241
1473440.0,1.0,3,2,1.3107647754332168
1473440.0,1.0,3,3,0.25488632472825024
1473440.0,1.0,3,4,0.32418371243996424
1473440.0,1.0,3,5,3.244508328194531
1473440.0,1.0,3,6,-0.7846914658626611
1473440.0,1.0,4,1,0.28574053020412626
1473440.0,1.0,4,2,3.2323803008272343
1473440.0,1.0,4,3,0.20124533637276776
1473440.0,1.0,4,4,-12.182124129156659
1473440.0,1.0,4,5,3.683245442013888
1473440.0,1.0,4,6,3.4641040685902063
1473440.0,1.0,5,1,-0.741984685111188
1473440.0,1.0,5,2,-0.7485701678517211
1473440.0,1.0,5,3,5.245013566813174
1473440.0,1.0,5,4,0.3120373372812144
1473440.0,1.0,5,5,-0.5793396031009019
1473440.0,1.0,5,6,0.0016413217521350498
1473440.0,1.0,5,7,-0.7262134947782466
1473440.0,1.0,6,1,-0.7137710315798496
1473440.0,1.0,6,2,0.29122227643286513
1473440.0,1.0,6,3,-0.6872200864306104
1473440.0,1.0,6,4,5.274029837101853
1473440.0,1.0,6,5,-0.7297734152304083
1473440.0,1.0,6,6,-0.7407686941460379
1473440.0,1.0,7,2,-0.7366511122744976
1473440.0,1.0,7,3,-0.7401770273200976
1473440.0,1.0,7,4,0.26301576938334725
1473440.0,1.0,7,5,0.24111910384407387
1473440.0,1.0,7,6,1.2412379084812704
1473440.0,1.0,7,7,1.2447990935163522
1473440.0,1.0,8,1,5.22715251247249
1473440.0,1.0,8,2,-0.780757696325548
1473440.0,1.0,8,3,-0.7888718718649523
1473440.0,1.0,8,4,1.2027891356261653
1473440.0,1.0,8,5,0.1787260397762116
1473440.0,1.0,8,6,0.1847651899926921
1473440.0,1.0,9,1,0.19224019124057512
1473440.0,1.0,9,2,0.14987165033317118
1473440.0,1.0,9,3,0.17367608943563417
1473440.0,1.0,9,4,0.12960156306805337
1473440.0,1.0,9,5,0.1529361876751698
1473440.0,1.0,9,6,0.12478928531365674
1473440.0,1.0,10,1,-0.8867523678386213
1473440.0,1.0,10,2,0.08561620013343307
1473440.0,1.0,10,3,-12.75817367234016
1473440.0,1.0,10,4,-0.28439303411812156
1473440.0,1.0,10,5,0.7110182635922688
1473440.0,1.0,10,7,1.0724110822720296
1473440.0,1.0,11,1,-0.574515778433135
1473440.0,1.0,11,2,-0.6486943213876482
1473440.0,1.0,11,3,-0.7087618739142238
1473440.0,1.0,11,4,0.42207898330471827
1473440.0,1.0,11,5,-0.8073083430141532
1473440.0,1.0,11,6,-1.0058557509290404
1473440.0,1.0,12,2,0.3532628607249142
1473440.0,1.0,12,3,-0.034335996145284264
1473440.0,1.0,12,4,-0.8615930068870237
1473440.0,1.0,12,5,-5.231381227858325
1473440.0,1.0,12,6,0.7691719156803634
1473440.0,1.0,12,7,-10.730748564532295
1473440.0,1.0,13,1,0.599814801352881
1473440.0,1.0,13,2,-0.22655110438369896
1473440.0,1.0,13,3,-0.39172867938551925
1473440.0,1.0,13,4,0.521498718900087
1473440.0,1.0,13,5,0.4883999449309717
1473440.0,1.0,13,6,0.437270834413521
1473440.0,1.0,14,1,0.39144542287186446
1473440.0,1.0,14,2,1.417481563279441
1473440.0,1.0,14,3,0.3544774315867192
1473440.0,1.0,14,4,0.3317753313090497
1473440.0,1.0,14,5,3.3127772878068065
1473440.0,1.0,14,6,0.2616465755594424
1473440.0,1.0,15,1,1.2433884020337336
1473440.0,1.0,15,2,1.2244257566812313
1473440.0,1.0,15,3,0.19670403968199301
1473440.0,1.0,15,4,-0.8157523069451751
1473440.0,1.0,15,6,0.1697416885485088
1473440.0,1.0,15,7,0.1390064002261402
1473440.0,1.0,16,1,-7.055474303069758
1473440.0,1.0,16,2,-0.2650658181581671
1473440.0,1.0,16,3,0.7174263265402911
1473440.0,1.0,16,4,0.11681217451053505
1473440.0,1.0,16,5,-0.5513262574450268
1473440.0,1.0,16,6,-0.48713095594244415
1473440.0,1.0,17,1,3.1976330999953895
1473440.0,1.0,17,2,-0.8367619297691216
1473440.0,1.0,17,3,-0.0376550865789087
1473440.0,1.0,17,4,1.1631676693765447
1473440.0,1.0,17,5,-0.7531958511163774
1473440.0,1.0,17,6,-5.533306084143007
1473440.0,1.0,18,1,3.3228155757554383
1473440.0,1.0,18,2,5.294975341759599
1473440.0,1.0,18,3,0.2153375250998708
1473440.0,1.0,18,4,0.553195758336791
1473440.0,1.0,18,5,0.07782959665518141
1473440.0,1.0,18,6,-3.7986441749066486
1473440.0,1.0,19,1,1.4965150640494158
1473440.0,1.0,19,2,5.470208614195847
1473440.0,1.0,19,3,-0.30035584849811436
1473440.0,1.0,19,4,0.8844501236889977
1473440.0,1.0,19,5,-1.1968268601033374
1473440.0,1.0,19,6,1.9771668105259155
1473440.0,2.0,0,1,1.6767089209879946
1473440.0,2.0,0,2,-0.4773071119651713
1473440.0,2.0,0,3,0.445490459956307
1473440.0,2.0,0,4,0.6193520793347778
1473440.0,2.0,0,6,-0.6360945069680606
1473440.0,2.0,0,7,-0.674126397211648
1473440.0,2.0,1,1,0.45045622764424187
1473440.0,2.0,1,2,3.2611293251203968
1473440.0,2.0,1,3,0.23372598219281193
1473440.0,2.0,1,4,-10.600943950557916
1473440.0,2.0,1,5,0.5980201883939917
1473440.0,2.0,1,6,-0.6714615178606602
1473440.0,2.0,2,1,3.514576781054945
1473440.0,2.0,2,2,3.429274472026112
